family	harness	outcome	wall_s	timeout_s	verdict	job
numeric-probe	proofs::eq_in_range_err_neg_short	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_err_ninf	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_off_pinf	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::ctl_numeric_min_scale_weight_skew	unmeasured-failed	30	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_base_ninf	unmeasured-green	30	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_base_pinf	unmeasured-green	30	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_spot_cancel	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_val_ninf	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_val_pinf	unmeasured-green	30	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_spot_borrow	unmeasured-green	50	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_numeric_min_scale_nd4	unmeasured-green	30	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_spot_neg_base	unmeasured-green	40	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_spot_carry	unmeasured-green	50	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_in_range_spot_zero_off_sub	unmeasured-green	50	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::control_dobyteatrim_short_set	unmeasured-failed	20	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_anychar_typmodout_band	unmeasured-green	70	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::cover_numeric_trim_scale_regimes	unmeasured-green	150	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::cover_oracle_regimes	unmeasured-rss-kill	261	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_numeric_send_snd2	unmeasured-rss-kill	311	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_lpad_latin1	unmeasured-rss-kill	60	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_lpad_err_plane	unmeasured-green	100	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_numeric_send_snd3	unmeasured-rss-kill	391	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_numeric_trim_scale_nd4	unmeasured-green	381	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_name_bpchar	unmeasured-rss-kill	50	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_repeat_small	unmeasured-rss-kill	40	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_repeat_err_plane	unmeasured-green	80	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::spot_anychar_typmodout_wide	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_rpad_latin1	unmeasured-rss-kill	60	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_numeric_send_snd4	unmeasured-rss-kill	481	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
jsonb-gin	proofs::eq_jsp_tri_pred_or2	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_rpad_err_plane	unmeasured-green	120	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-arith	proofs::eq_mul_var_nd4	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
numeric-arith	proofs::eq_mul_var_nd3	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
numeric-arith	proofs::eq_mul_var_nd2	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
numeric-arith	proofs::eq_add_var_nd4	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
numeric-arith	proofs::eq_sub_var_nd4	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::spot_fc_btrim_utf8	unmeasured-green	100	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_int8_numeric_nd5	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
numeric-probe	proofs::eq_int8_numeric_nd4	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_text_reverse_latin1	unmeasured-green	191	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_dobyteatrim_window	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_dotrim1_window	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::spot_translate_utf8	unmeasured-green	100	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_dotrim_window_latin1	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::eq_dotrim_window_utf8	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d1	unmeasured-green	231	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d0	unmeasured-green	241	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::spot_text_reverse_utf8	unmeasured-rss-kill	251	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
scalar-misc	wave5::eq_oidrecv_core_len3	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
scalar-misc	wave5::eq_oidrecv_core_len8	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d10	unmeasured-green	261	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d11	unmeasured-green	251	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::control_toast_typlen_skew	unmeasured-failed	10	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d12	unmeasured-green	261	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::control_btvarstrequalimage_det_skew	unmeasured-failed	20	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d3	unmeasured-green	220	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d2	unmeasured-green	230	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::cover_byteain_regimes	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::cover_toast_regimes	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::eq_btvarstrequalimage	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d4	unmeasured-green	221	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d5	unmeasured-green	231	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d6	unmeasured-green	231	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d7	unmeasured-green	230	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::eq_pg_column_size_cstring	unmeasured-green	90	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
text-slice	wave8::control_bytea_int4_short	unmeasured-failed	20	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474924-5cfe-23356
text-slice	wave8::cover_bytea_int_err_arms	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
text-slice	wave8::cover_byteaoverlay_regimes	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
text-slice	wave8::eq_bytea_bit_count	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::control_byteain_len_skew	unmeasured-failed	160	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474924-5cfe-23356
text-slice	wave8::eq_bytea_int2	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
text-slice	wave8::eq_bytea_int4	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
text-slice	wave8::eq_bytea_int8	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::spot_fc_trims1	unmeasured-rss-kill	512	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d8	unmeasured-green	251	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::spot_fc_trims_text	unmeasured-rss-kill	521	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
pg_lsn	wave5::eq_pg_lsn_recv_core_d9	unmeasured-green	251	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::eq_pg_column_compression_varlena	unmeasured-rss-kill	211	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::spot_fc_byteatrims	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
text-slice	wave8::control_bytea_reverse_short	unmeasured-rss-kill	151	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::spot_pads_utf8	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::eq_byteain_escape_verdict	unmeasured-green	271	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474924-5cfe-23356
oracle-compat	proofs::spot_translate_latin1	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::eq_pg_column_size_varlena	unmeasured-rss-kill	511	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::eq_pg_column_compression_nonvarlena	unmeasured-rss-kill	541	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::eq_byteain_escape_content_len4	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::eq_pg_column_size_fixed	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
strings-scalar	proofs::eq_pg_column_toast_chunk_id	unmeasured-rss-kill	571	600	NO-VERDICT	pgrust-kani-suite-1785474924-5cfe-23356
text-slice	wave8::eq_bytea_larger	unmeasured-green	40	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_bytea_smaller	unmeasured-green	40	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_textout	unmeasured-green	61	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::spot_textin	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_int4_bytea	unmeasured-green	111	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_int8_bytea	unmeasured-green	111	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_int2_bytea	unmeasured-green	121	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_bytea_reverse	unmeasured-rss-kill	251	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_to_hex32	unmeasured-rss-kill	251	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_byteasend	unmeasured-rss-kill	261	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_to_oct32	unmeasured-rss-kill	231	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_to_hex64	unmeasured-rss-kill	271	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::spot_unknownout	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::spot_to_hex32	unmeasured-rss-kill	210	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_to_oct64	unmeasured-rss-kill	311	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::spot_unknownin	unmeasured-rss-kill	100	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::spot_to_hex64	unmeasured-rss-kill	250	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_textsend	unmeasured-rss-kill	402	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::spot_to_oct32	unmeasured-rss-kill	221	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_byteaoverlay_no_len	unmeasured-rss-kill	502	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_byteaoverlay	unmeasured-rss-kill	512	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::spot_to_oct64	unmeasured-rss-kill	301	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_to_bin32	unmeasured-rss-kill	572	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_hashvarlena	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_to_bin64	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::eq_hashvarlena_extended	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::spot_to_bin32	unmeasured-rss-kill	541	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::spot_unknownsend	unmeasured-rss-kill	361	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d0	unmeasured-green	391	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d10	unmeasured-green	331	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
text-slice	wave8::spot_to_bin64	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d1	unmeasured-green	422	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d11	unmeasured-green	432	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d15	unmeasured-green	301	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d12	unmeasured-green	432	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d13	unmeasured-green	431	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d16	unmeasured-green	331	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d14	unmeasured-green	371	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d20	unmeasured-rss-kill	291	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d2	unmeasured-green	432	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d17	unmeasured-green	482	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d7	unmeasured-green	331	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d3	unmeasured-green	432	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d4	unmeasured-green	432	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d18	unmeasured-green	502	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d8	unmeasured-green	331	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok16_0	unmeasured-green	291	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d5	unmeasured-green	441	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d6	unmeasured-green	442	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok17_0	unmeasured-green	321	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d19	unmeasured-green	552	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok17_1	unmeasured-green	321	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok18_0	unmeasured-green	351	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok18_1	unmeasured-green	351	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vin_len0	unmeasured-green	50	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::control_ovout_value_skew	unmeasured-failed	100	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_d9	unmeasured-green	441	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok18_2	unmeasured-green	351	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::control_ovin_shifted_input	unmeasured-failed	180	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vout_n0	unmeasured-green	40	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::cover_ovin_both_arms	unmeasured-failed	190	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok19_0	unmeasured-green	381	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok19_1	unmeasured-green	381	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok19_2	unmeasured-green	381	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok19_3	unmeasured-green	381	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok20_2	unmeasured-rss-kill	371	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_ovin_len0	unmeasured-failed	50	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok20_0	unmeasured-green	421	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok20_1	unmeasured-green	421	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vout_n2_band100	unmeasured-rss-kill	100	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok20_3	unmeasured-green	421	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vout_n2	unmeasured-rss-kill	171	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
uuid	wave5::eq_uuid_recv_core_ok20_4	unmeasured-green	422	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_ovout_n0	unmeasured-green	50	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_ovin_len1	unmeasured-failed	130	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vout_n1	unmeasured-green	241	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_ovout_n1	unmeasured-rss-kill	60	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_ovout_n2	unmeasured-rss-kill	70	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
xid8snap	proofs::spot_parse_empty	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vout_spot_mixed	unmeasured-green	241	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_ovin_len5	unmeasured-rss-kill	180	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vout_spot_bounds	unmeasured-green	291	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_ovin_len2	unmeasured-failed	231	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_ovout_spots	unmeasured-failed	200	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vin_len2	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vin_len1	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vin_len3	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vin_len4	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vin_len5	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_i2vin_spots	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_ovin_len3	unmeasured-failed	411	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474929-50fd-23546
xid8snap	proofs::spot_parse_dedup	unmeasured-rss-kill	391	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
xid8snap	proofs::spot_parse_bad_tail	unmeasured-rss-kill	402	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
xid8snap	proofs::spot_parse_garbage	unmeasured-rss-kill	392	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
vector-io	proofs::eq_ovin_len4	unmeasured-failed	562	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474929-50fd-23546
xid8snap	proofs::spot_parse_inner_space	unmeasured-rss-kill	401	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
xid8snap	proofs::spot_parse_missing_colon	unmeasured-rss-kill	391	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
jsonb-probe	proofs::eq_jsonb_int8_special	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
xid8snap	proofs::spot_parse_one_xip	unmeasured-rss-kill	381	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
xid8snap	proofs::spot_parse_neg_sign	unmeasured-rss-kill	391	600	NO-VERDICT	pgrust-kani-suite-1785474929-50fd-23546
